fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
36943,10,7,Germany;Frankfurt,1.10.2017,60,0.99,0.35
46301,11,6,Germany;Dresden,20.9.2017,34,0.99,0.25
46302,10,1,Czech republic;Prague,22.10.2017,132,0.992,0.5
46303,10,6,Germany;Dresden,2.9.2017,44,0.986,0.25
46304,10,4,Germany;Frankfurt,22.5.2017,130,0.975,0.5
46305,10,3,Czech republic;Ostrava,16.9.2017,85,0.989,0.4
46306,9,1,Czech republic;Prague,12.7.2017,36,0.979,0.25
46307,10,2,Denmark;Copenhagen,23.10.2017,76,0.993,0.4
46308,5,1,Czech republic;Prague,26.8.2017,34,0.984,0.25
46309,4,4,Germany;Frankfurt,3.1.2017,101,0.966,0.5
46310,9,5,Germany;Berlin,4.9.2017,153,0.989,0.55
46311,4,1,Czech republic;Prague,30.11.2017,76,0.996,0.4
46312,5,2,Denmark;Copenhagen,10.12.2017,52,0.997,0.35
46313,2,7,Germany;Frankfurt,19.3.2017,66,0.97,0.35
46314,11,4,Germany;Frankfurt,1.12.2017,194,0.995,0.6
46315,4,1,Czech republic;Prague,22.6.2017,75,0.98,0.4
46316,9,1,Czech republic;Prague,13.10.2017,81,0.991,0.4
46317,5,7,Germany;Frankfurt,22.4.2017,75,0.976,0.4
46318,7,2,Denmark;Copenhagen,15.9.2017,47,0.989,0.25
46319,4,5,Germany;Berlin,19.8.2017,43,0.985,0.25
46320,6,2,Denmark;Copenhagen,25.7.2017,147,0.981,0.5
46321,4,3,Czech republic;Brno,20.6.2017,34,0.977,0.25
46322,7,4,Germany;Frankfurt,15.5.2017,86,0.971,0.4
46323,6,6,Germany;Dresden,23.10.2017,47,0.993,0.25
46324,6,7,Germany;Frankfurt,28.7.2017,61,0.98,0.35
46325,2,3,Czech republic;Brno,30.3.2017,49,0.97,0.25
46326,2,4,Germany;Frankfurt,3.9.2017,29,0.985,0.25
46327,6,1,Czech republic;Prague,30.4.2017,26,0.974,0.25
46328,2,7,Germany;Frankfurt,22.7.2017,134,0.984,0.5
46329,6,4,Germany;Frankfurt,19.10.2017,53,0.992,0.35
46330,1,1,Czech republic;Prague,25.4.2017,63,0.975,0.35
46331,9,4,Germany;Frankfurt,8.9.2017,90,0.988,0.4
46332,6,5,Germany;Berlin,9.2.2017,138,0.96,0.5
46333,10,1,Czech republic;Prague,9.9.2017,81,0.989,0.4
46334,1,1,Czech republic;Prague,6.5.2017,54,0.976,0.35
46335,6,5,Germany;Berlin,26.6.2017,31,0.981,0.25
46336,2,4,Germany;Frankfurt,31.3.2017,94,0.971,0.4
46337,2,7,Germany;Frankfurt,29.7.2017,129,0.984,0.5
46338,8,7,Germany;Frankfurt,6.8.2017,8,0.982,0
46339,2,5,Germany;Berlin,4.12.2017,69,0.997,0.35
46340,10,7,Germany;Frankfurt,19.7.2017,136,0.984,0.5
46341,9,5,Germany;Berlin,8.2.2017,48,0.96,0.25
46342,1,7,Germany;Frankfurt,17.8.2017,198,0.984,0.6
46343,6,1,Czech republic;Prague,30.6.2017,88,0.978,0.4
46344,5,1,Czech republic;Prague,11.5.2017,73,0.977,0.35
46345,5,3,Czech republic;Brno,6.9.2017,178,0.988,0.6
46346,10,4,Germany;Frankfurt,30.12.2017,45,0.999,0.25
46347,2,1,Czech republic;Prague,3.5.2017,78,0.972,0.4
46348,3,1,Czech republic;Prague,4.3.2017,11,0.964,0.05
46349,1,2,Denmark;Copenhagen,11.7.2017,63,0.981,0.35
46350,9,7,Germany;Frankfurt,28.3.2017,92,0.974,0.4
46351,9,1,Czech republic;Prague,9.2.2017,42,0.96,0.25
46352,6,7,Germany;Frankfurt,30.3.2017,85,0.97,0.4
46353,9,7,Germany;Frankfurt,17.9.2017,39,0.987,0.25
46354,7,6,Germany;Dresden,9.4.2017,65,0.974,0.35
46355,8,3,Czech republic;Ostrava,12.12.2017,37,0.998,0.25
46356,9,3,Czech republic;Ostrava,15.6.2017,57,0.978,0.35
46357,8,2,Denmark;Copenhagen,23.10.2017,36,0.993,0.25
46358,2,7,Germany;Frankfurt,18.4.2017,81,0.975,0.4
46359,9,5,Germany;Berlin,27.8.2017,50,0.986,0.35
46360,4,7,Germany;Frankfurt,11.8.2017,45,0.986,0.25
46361,11,6,Germany;Dresden,23.2.2017,28,0.965,0.25
46362,7,1,Czech republic;Prague,12.6.2017,58,0.981,0.35
46363,9,1,Czech republic;Prague,11.8.2017,89,0.986,0.4
46364,11,7,Germany;Frankfurt,11.12.2017,46,0.997,0.25
46365,2,7,Germany;Frankfurt,6.1.2017,56,0.966,0.35
46366,5,1,Czech republic;Prague,11.4.2017,125,0.968,0.5
46367,3,2,Denmark;Copenhagen,22.9.2017,26,0.989,0.25
46368,8,4,Germany;Frankfurt,6.3.2017,39,0.963,0.25
46369,3,7,Germany;Frankfurt,30.7.2017,102,0.984,0.5
46370,6,6,Germany;Dresden,28.10.2017,156,0.992,0.55
46371,1,6,Germany;Dresden,10.6.2017,84,0.981,0.4
46372,3,3,Czech republic;Brno,5.12.2017,33,0.997,0.25
46373,4,2,Denmark;Copenhagen,12.2.2017,48,0.962,0.25
46374,4,3,Czech republic;Brno,20.9.2017,25,0.99,0.25
46375,7,2,Denmark;Copenhagen,15.6.2017,54,0.978,0.35
46376,5,1,Czech republic;Prague,6.5.2017,87,0.976,0.4
46377,1,6,Germany;Dresden,12.4.2017,9,0.971,0
46378,10,3,Czech republic;Ostrava,16.7.2017,32,0.982,0.25
46379,5,2,Denmark;Copenhagen,24.9.2017,89,0.99,0.4
46380,6,5,Germany;Berlin,14.12.2017,16,0.998,0.05
46381,5,5,Germany;Berlin,14.1.2017,158,0.955,0.55
46382,8,3,Czech republic;Ostrava,29.7.2017,74,0.984,0.35
46383,3,5,Germany;Berlin,15.6.2017,61,0.978,0.35
46384,7,6,Germany;Dresden,22.12.2017,183,0.999,0.6
46385,5,7,Germany;Frankfurt,23.2.2017,24,0.965,0.2
46386,5,5,Germany;Berlin,4.10.2017,37,0.99,0.25
46387,3,6,Germany;Dresden,9.6.2017,36,0.981,0.25
46388,7,7,Germany;Frankfurt,20.8.2017,90,0.984,0.4
46389,7,2,Denmark;Copenhagen,13.1.2017,74,0.955,0.35
46390,5,2,Denmark;Copenhagen,23.7.2017,36,0.983,0.25
46391,2,7,Germany;Frankfurt,8.5.2017,124,0.972,0.5
46392,5,2,Denmark;Copenhagen,28.11.2017,59,0.996,0.35
46393,4,1,Czech republic;Prague,26.10.2017,44,0.993,0.25
46394,7,3,Czech republic;Ostrava,10.12.2017,40,0.997,0.25
46395,3,2,Denmark;Copenhagen,25.12.2017,28,0.999,0.25
46396,7,6,Germany;Dresden,20.1.2017,2,0.957,0
46397,1,2,Denmark;Copenhagen,22.6.2017,43,0.98,0.25
46398,9,1,Czech republic;Prague,22.11.2017,107,0.996,0.5
46399,11,7,Germany;Frankfurt,29.4.2017,74,0.977,0.35
46400,3,1,Czech republic;Prague,19.1.2017,67,0.967,0.35
46401,6,1,Czech republic;Prague,13.12.2017,132,0.998,0.5
46402,10,1,Czech republic;Prague,9.2.2017,44,0.96,0.25
46403,5,6,Germany;Dresden,10.12.2017,32,0.997,0.25
46404,8,3,Czech republic;Ostrava,11.4.2017,81,0.968,0.4
46405,11,3,Czech republic;Ostrava,21.9.2017,81,0.988,0.4
46406,1,1,Czech republic;Prague,21.4.2017,66,0.976,0.35
46407,11,7,Germany;Frankfurt,30.5.2017,85,0.975,0.4
46408,10,7,Germany;Frankfurt,7.3.2017,27,0.97,0.25
46409,2,5,Germany;Berlin,28.3.2017,47,0.974,0.25
46410,4,3,Czech republic;Brno,10.11.2017,38,0.994,0.25
46411,5,4,Germany;Frankfurt,5.3.2017,102,0.962,0.5
46412,11,6,Germany;Dresden,21.4.2017,38,0.976,0.25
46413,8,2,Denmark;Copenhagen,24.2.2017,49,0.971,0.25
46414,10,5,Germany;Berlin,22.11.2017,43,0.996,0.25
46415,1,4,Germany;Frankfurt,14.10.2017,177,0.991,0.6
46416,3,6,Germany;Dresden,21.4.2017,37,0.976,0.25
46417,8,6,Germany;Dresden,16.2.2017,53,0.97,0.35
46418,10,1,Czech republic;Prague,25.8.2017,33,0.985,0.25
46419,3,2,Denmark;Copenhagen,8.5.2017,65,0.972,0.35
46420,7,2,Denmark;Copenhagen,12.7.2017,46,0.979,0.25
46421,5,5,Germany;Berlin,10.5.2017,21,0.976,0.2
46422,10,7,Germany;Frankfurt,13.11.2017,25,0.995,0.25
46423,7,6,Germany;Dresden,8.8.2017,85,0.984,0.4
46424,2,2,Denmark;Copenhagen,7.4.2017,108,0.971,0.5
46425,3,7,Germany;Frankfurt,15.5.2017,53,0.971,0.35
46426,5,3,Czech republic;Brno,3.12.2017,83,0.997,0.4
46427,7,2,Denmark;Copenhagen,20.5.2017,94,0.976,0.4
46428,4,3,Czech republic;Brno,26.1.2017,93,0.967,0.4
46429,11,3,Czech republic;Ostrava,11.11.2017,88,0.993,0.4
46430,9,3,Czech republic;Ostrava,22.9.2017,67,0.989,0.35
46431,7,5,Germany;Berlin,20.11.2017,60,0.995,0.35
46432,5,6,Germany;Dresden,6.12.2017,171,0.997,0.55
46433,11,7,Germany;Frankfurt,17.9.2017,42,0.987,0.25
46434,7,7,Germany;Frankfurt,3.11.2017,49,0.994,0.25
46435,7,4,Germany;Frankfurt,3.2.2017,84,0.963,0.4
46436,6,6,Germany;Dresden,20.5.2017,80,0.976,0.4
46437,10,6,Germany;Dresden,16.3.2017,126,0.972,0.5
46438,8,3,Czech republic;Ostrava,5.1.2017,130,0.958,0.5
46439,4,1,Czech republic;Prague,24.3.2017,45,0.972,0.25
46440,7,7,Germany;Frankfurt,29.4.2017,76,0.977,0.4
46441,3,1,Czech republic;Prague,11.3.2017,67,0.968,0.35
46442,2,3,Czech republic;Brno,6.7.2017,41,0.98,0.25
46443,2,5,Germany;Berlin,27.9.2017,32,0.989,0.25
46444,6,2,Denmark;Copenhagen,25.11.2017,39,0.995,0.25
46445,1,5,Germany;Berlin,5.2.2017,65,0.97,0.35
46446,11,5,Germany;Berlin,17.5.2017,42,0.972,0.25
46447,5,4,Germany;Frankfurt,8.8.2017,38,0.984,0.25
46448,3,1,Czech republic;Prague,10.9.2017,47,0.988,0.25
46449,9,5,Germany;Berlin,25.7.2017,129,0.981,0.5
46450,8,4,Germany;Frankfurt,21.12.2017,57,0.998,0.35
46451,9,6,Germany;Dresden,29.8.2017,34,0.988,0.25
46452,11,3,Czech republic;Ostrava,4.1.2017,45,0.955,0.25
46453,3,3,Czech republic;Brno,22.3.2017,99,0.971,0.4
46454,6,7,Germany;Frankfurt,24.8.2017,121,0.987,0.5
46455,2,3,Czech republic;Brno,8.12.2017,153,0.997,0.55
46456,7,5,Germany;Berlin,24.1.2017,1,0.962,0
46457,5,1,Czech republic;Prague,1.1.2017,27,0.954,0.25
46458,2,1,Czech republic;Prague,26.2.2017,44,0.962,0.25
46459,6,7,Germany;Frankfurt,29.4.2017,107,0.977,0.5
46460,5,1,Czech republic;Prague,29.12.2017,25,0.999,0.25
46461,2,4,Germany;Frankfurt,23.1.2017,35,0.96,0.25
46462,3,1,Czech republic;Prague,26.2.2017,143,0.962,0.5
46463,9,3,Czech republic;Ostrava,22.12.2017,30,0.999,0.25
46464,5,5,Germany;Berlin,19.11.2017,95,0.995,0.4
46465,6,2,Denmark;Copenhagen,2.5.2017,48,0.969,0.25
46466,8,1,Czech republic;Prague,18.1.2017,54,0.966,0.35
46467,7,1,Czech republic;Prague,28.11.2017,80,0.996,0.4
46468,3,2,Denmark;Copenhagen,14.8.2017,47,0.985,0.25
46469,5,7,Germany;Frankfurt,31.7.2017,92,0.982,0.4
46470,1,1,Czech republic;Prague,3.5.2017,54,0.972,0.35
46471,3,7,Germany;Frankfurt,12.9.2017,33,0.987,0.25
46472,9,7,Germany;Frankfurt,13.8.2017,47,0.982,0.25
46473,11,1,Czech republic;Prague,18.6.2017,36,0.98,0.25
46474,3,3,Czech republic;Brno,19.8.2017,64,0.985,0.35
46475,4,5,Germany;Berlin,22.3.2017,37,0.971,0.25
46476,5,2,Denmark;Copenhagen,1.8.2017,84,0.984,0.4
46477,4,5,Germany;Berlin,10.11.2017,42,0.994,0.25
46478,9,5,Germany;Berlin,2.8.2017,29,0.985,0.25
46479,8,4,Germany;Frankfurt,21.11.2017,34,0.995,0.25
46480,7,5,Germany;Berlin,7.4.2017,40,0.971,0.25
46481,9,6,Germany;Dresden,27.2.2017,80,0.969,0.4
46482,8,4,Germany;Frankfurt,28.8.2017,107,0.984,0.5
46483,4,3,Czech republic;Brno,5.1.2017,122,0.958,0.5
46484,5,4,Germany;Frankfurt,15.3.2017,41,0.972,0.25
46485,11,2,Denmark;Copenhagen,29.9.2017,48,0.989,0.25
46486,9,3,Czech republic;Ostrava,22.11.2017,91,0.996,0.4
46487,10,7,Germany;Frankfurt,2.4.2017,84,0.974,0.4
46488,5,4,Germany;Frankfurt,8.12.2017,76,0.997,0.4
46489,1,5,Germany;Berlin,24.11.2017,81,0.996,0.4
46490,1,4,Germany;Frankfurt,19.6.2017,44,0.981,0.25
46491,3,4,Germany;Frankfurt,7.4.2017,36,0.971,0.25
46492,4,7,Germany;Frankfurt,25.1.2017,56,0.967,0.35
46493,11,4,Germany;Frankfurt,27.3.2017,185,0.97,0.6
46494,11,2,Denmark;Copenhagen,8.7.2017,48,0.982,0.25
46495,4,3,Czech republic;Brno,5.10.2017,48,0.989,0.25
46496,5,2,Denmark;Copenhagen,9.11.2017,60,0.994,0.35
46497,10,4,Germany;Frankfurt,14.5.2017,42,0.973,0.25
46498,6,3,Czech republic;Brno,31.12.2017,184,0.999,0.6
46499,3,4,Germany;Frankfurt,6.3.2017,122,0.963,0.5
46500,6,6,Germany;Dresden,4.5.2017,167,0.973,0.55
46501,11,5,Germany;Berlin,10.9.2017,129,0.988,0.5
46502,9,6,Germany;Dresden,31.1.2017,26,0.959,0.25
46503,7,4,Germany;Frankfurt,6.4.2017,36,0.969,0.25
46504,9,1,Czech republic;Prague,5.12.2017,38,0.997,0.25
46505,4,6,Germany;Dresden,30.5.2017,33,0.975,0.25
46506,4,2,Denmark;Copenhagen,15.10.2017,139,0.992,0.5
46507,11,2,Denmark;Copenhagen,19.10.2017,97,0.992,0.4
46508,11,6,Germany;Dresden,20.8.2017,33,0.984,0.25
46509,4,6,Germany;Dresden,10.5.2017,50,0.976,0.35
46510,10,4,Germany;Frankfurt,3.6.2017,70,0.977,0.35
46511,9,7,Germany;Frankfurt,27.10.2017,49,0.991,0.25
46512,2,5,Germany;Berlin,4.3.2017,56,0.964,0.35
46513,2,4,Germany;Frankfurt,18.2.2017,68,0.969,0.35
46514,8,4,Germany;Frankfurt,2.11.2017,48,0.994,0.25
46515,4,2,Denmark;Copenhagen,9.1.2017,88,0.956,0.4
46516,1,1,Czech republic;Prague,3.1.2017,43,0.966,0.25
46517,6,2,Denmark;Copenhagen,10.9.2017,25,0.988,0.25
46518,9,2,Denmark;Copenhagen,22.3.2017,92,0.971,0.4
46519,8,1,Czech republic;Prague,8.6.2017,49,0.978,0.25
46520,7,4,Germany;Frankfurt,29.10.2017,16,0.993,0.05
46521,11,3,Czech republic;Ostrava,2.7.2017,101,0.982,0.5
46522,8,2,Denmark;Copenhagen,24.3.2017,42,0.972,0.25
46523,1,1,Czech republic;Prague,5.3.2017,69,0.962,0.35
46524,3,5,Germany;Berlin,19.9.2017,39,0.987,0.25
46525,3,1,Czech republic;Prague,2.8.2017,69,0.985,0.35
46526,3,5,Germany;Berlin,25.8.2017,85,0.985,0.4
46527,1,7,Germany;Frankfurt,30.10.2017,29,0.992,0.25
46528,4,3,Czech republic;Brno,5.5.2017,97,0.974,0.4
46529,1,3,Czech republic;Brno,21.12.2017,46,0.998,0.25
46530,6,6,Germany;Dresden,13.8.2017,93,0.982,0.4
46531,10,3,Czech republic;Ostrava,7.11.2017,75,0.993,0.4
46532,6,6,Germany;Dresden,21.7.2017,52,0.98,0.35
46533,11,2,Denmark;Copenhagen,14.10.2017,85,0.991,0.4
46534,6,3,Czech republic;Brno,6.1.2017,74,0.966,0.35
46535,7,6,Germany;Dresden,6.4.2017,93,0.969,0.4
46536,3,3,Czech republic;Brno,29.3.2017,109,0.97,0.5
46537,2,2,Denmark;Copenhagen,19.8.2017,26,0.985,0.25
46538,8,5,Germany;Berlin,20.4.2017,86,0.976,0.4
46539,2,6,Germany;Dresden,25.11.2017,67,0.995,0.35
46540,4,2,Denmark;Copenhagen,15.10.2017,54,0.992,0.35
46541,8,3,Czech republic;Ostrava,24.2.2017,199,0.971,0.6
46542,3,4,Germany;Frankfurt,4.9.2017,64,0.989,0.35
46543,8,1,Czech republic;Prague,3.1.2017,144,0.966,0.5
46544,3,5,Germany;Berlin,12.3.2017,47,0.969,0.25
46545,4,6,Germany;Dresden,30.11.2017,78,0.996,0.4
46546,6,6,Germany;Dresden,12.12.2017,72,0.998,0.35
46547,6,5,Germany;Berlin,8.1.2017,92,0.963,0.4
46548,7,4,Germany;Frankfurt,18.10.2017,34,0.991,0.25
46549,7,1,Czech republic;Prague,15.6.2017,50,0.978,0.35
46550,6,1,Czech republic;Prague,4.2.2017,75,0.964,0.4
46551,10,6,Germany;Dresden,14.9.2017,43,0.99,0.25
46552,10,3,Czech republic;Ostrava,21.8.2017,50,0.987,0.35
46553,8,2,Denmark;Copenhagen,6.4.2017,33,0.969,0.25
46554,10,7,Germany;Frankfurt,4.11.2017,72,0.993,0.35
46555,5,6,Germany;Dresden,14.3.2017,74,0.964,0.35
46556,5,6,Germany;Dresden,30.6.2017,75,0.978,0.4
46557,6,7,Germany;Frankfurt,16.1.2017,51,0.957,0.35
46558,6,4,Germany;Frankfurt,21.3.2017,97,0.973,0.4
46559,3,1,Czech republic;Prague,7.12.2017,76,0.997,0.4
46560,4,5,Germany;Berlin,21.5.2017,48,0.974,0.25
46561,5,5,Germany;Berlin,16.6.2017,74,0.982,0.35
46562,4,5,Germany;Berlin,21.10.2017,27,0.991,0.25
46563,9,2,Denmark;Copenhagen,28.1.2017,73,0.967,0.35
46564,10,7,Germany;Frankfurt,18.8.2017,32,0.985,0.25
46565,8,4,Germany;Frankfurt,9.3.2017,105,0.968,0.5
46566,9,7,Germany;Frankfurt,6.1.2017,28,0.966,0.25
46567,6,7,Germany;Frankfurt,15.10.2017,80,0.992,0.4
46568,2,5,Germany;Berlin,25.6.2017,69,0.981,0.35
46569,11,1,Czech republic;Prague,26.5.2017,43,0.979,0.25
46570,11,5,Germany;Berlin,1.6.2017,70,0.974,0.35
46571,2,4,Germany;Frankfurt,10.4.2017,101,0.975,0.5
46572,10,6,Germany;Dresden,16.10.2017,27,0.992,0.25
46573,7,1,Czech republic;Prague,23.8.2017,62,0.986,0.35
46574,9,3,Czech republic;Ostrava,7.11.2017,47,0.993,0.25
46575,6,6,Germany;Dresden,5.6.2017,73,0.978,0.35
46576,11,6,Germany;Dresden,24.4.2017,35,0.975,0.25
46577,6,4,Germany;Frankfurt,23.3.2017,196,0.964,0.6
46578,10,1,Czech republic;Prague,14.7.2017,43,0.981,0.25
46579,5,3,Czech republic;Brno,26.7.2017,65,0.98,0.35
46580,3,1,Czech republic;Prague,27.3.2017,68,0.97,0.35
46581,10,6,Germany;Dresden,3.6.2017,91,0.977,0.4
46582,6,5,Germany;Berlin,15.4.2017,139,0.974,0.5
46583,11,1,Czech republic;Prague,13.8.2017,119,0.982,0.5
46584,8,2,Denmark;Copenhagen,27.1.2017,64,0.966,0.35
46585,10,4,Germany;Frankfurt,31.12.2017,93,0.999,0.4
46586,11,6,Germany;Dresden,10.7.2017,93,0.981,0.4
46587,5,5,Germany;Berlin,7.12.2017,83,0.997,0.4
46588,9,1,Czech republic;Prague,6.11.2017,69,0.994,0.35
46589,1,7,Germany;Frankfurt,30.10.2017,75,0.992,0.4
46590,11,2,Denmark;Copenhagen,16.7.2017,110,0.982,0.5
46591,10,4,Germany;Frankfurt,7.9.2017,50,0.986,0.35
46592,8,5,Germany;Berlin,13.1.2017,25,0.955,0.25
46593,11,1,Czech republic;Prague,8.9.2017,68,0.988,0.35
46594,2,6,Germany;Dresden,9.1.2017,43,0.956,0.25
46595,2,3,Czech republic;Brno,11.10.2017,35,0.99,0.25
46596,10,1,Czech republic;Prague,22.11.2017,83,0.996,0.4
46597,6,3,Czech republic;Brno,18.8.2017,9,0.985,0
46598,6,2,Denmark;Copenhagen,15.5.2017,65,0.971,0.35
46599,8,2,Denmark;Copenhagen,31.7.2017,101,0.982,0.5
46600,3,7,Germany;Frankfurt,10.9.2017,34,0.988,0.25
46601,4,2,Denmark;Copenhagen,26.2.2017,80,0.962,0.4
46602,9,5,Germany;Berlin,18.3.2017,88,0.97,0.4
46603,7,7,Germany;Frankfurt,3.9.2017,81,0.985,0.4
46604,2,3,Czech republic;Brno,27.7.2017,39,0.982,0.25
46605,7,2,Denmark;Copenhagen,12.6.2017,85,0.981,0.4
46606,9,4,Germany;Frankfurt,8.12.2017,72,0.997,0.35
46607,6,1,Czech republic;Prague,12.10.2017,1,0.991,0
46608,8,1,Czech republic;Prague,1.1.2017,34,0.954,0.25
46609,7,4,Germany;Frankfurt,27.3.2017,76,0.97,0.4
46610,6,6,Germany;Dresden,11.12.2017,32,0.997,0.25
46611,3,2,Denmark;Copenhagen,26.5.2017,85,0.979,0.4
46612,8,4,Germany;Frankfurt,26.10.2017,45,0.993,0.25
46613,5,7,Germany;Frankfurt,11.4.2017,177,0.968,0.6
46614,4,6,Germany;Dresden,23.9.2017,21,0.989,0.2
46615,3,5,Germany;Berlin,29.7.2017,77,0.984,0.4
46616,9,1,Czech republic;Prague,14.4.2017,46,0.972,0.25
46617,7,3,Czech republic;Ostrava,27.10.2017,61,0.991,0.35
46618,5,7,Germany;Frankfurt,24.12.2017,50,0.999,0.35
46619,2,2,Denmark;Copenhagen,1.10.2017,91,0.99,0.4
46620,5,7,Germany;Frankfurt,19.12.2017,68,0.998,0.35
46621,10,3,Czech republic;Ostrava,20.1.2017,47,0.957,0.25
46622,5,4,Germany;Frankfurt,7.9.2017,5,0.986,0
46623,3,4,Germany;Frankfurt,24.5.2017,68,0.973,0.35
46624,11,2,Denmark;Copenhagen,25.10.2017,80,0.991,0.4
46625,1,2,Denmark;Copenhagen,21.1.2017,90,0.964,0.4
46626,6,6,Germany;Dresden,5.3.2017,79,0.962,0.4
46627,5,4,Germany;Frankfurt,27.9.2017,55,0.989,0.35
46628,4,5,Germany;Berlin,7.5.2017,36,0.977,0.25
46629,4,6,Germany;Dresden,5.10.2017,140,0.989,0.5
46630,2,5,Germany;Berlin,7.1.2017,40,0.961,0.25
46631,6,4,Germany;Frankfurt,13.2.2017,36,0.965,0.25
46632,4,6,Germany;Dresden,8.1.2017,56,0.963,0.35
46633,9,2,Denmark;Copenhagen,6.6.2017,2,0.975,0
46634,6,7,Germany;Frankfurt,6.11.2017,55,0.994,0.35
46635,6,2,Denmark;Copenhagen,17.8.2017,34,0.984,0.25
46636,9,6,Germany;Dresden,31.8.2017,135,0.985,0.5
46637,7,2,Denmark;Copenhagen,3.8.2017,56,0.984,0.35
46638,11,7,Germany;Frankfurt,23.9.2017,64,0.989,0.35
46639,1,6,Germany;Dresden,29.1.2017,25,0.969,0.25
46640,4,3,Czech republic;Brno,30.1.2017,72,0.966,0.35
46641,5,3,Czech republic;Brno,30.12.2017,69,0.999,0.35
46642,5,4,Germany;Frankfurt,30.4.2017,45,0.974,0.25
46643,7,1,Czech republic;Prague,19.3.2017,98,0.97,0.4
46644,2,3,Czech republic;Brno,21.7.2017,45,0.98,0.25
46645,4,3,Czech republic;Brno,5.3.2017,63,0.962,0.35
46646,6,4,Germany;Frankfurt,10.3.2017,81,0.964,0.4
46647,1,5,Germany;Berlin,22.2.2017,62,0.96,0.35
46648,10,7,Germany;Frankfurt,18.9.2017,194,0.99,0.6
46649,9,2,Denmark;Copenhagen,24.3.2017,107,0.972,0.5
46650,8,7,Germany;Frankfurt,22.2.2017,16,0.96,0.05
46651,9,1,Czech republic;Prague,20.8.2017,73,0.984,0.35
46652,6,2,Denmark;Copenhagen,1.8.2017,68,0.984,0.35
46653,7,6,Germany;Dresden,5.4.2017,25,0.968,0.25
46654,3,5,Germany;Berlin,31.5.2017,52,0.974,0.35
46655,7,6,Germany;Dresden,16.5.2017,47,0.973,0.25
46656,1,2,Denmark;Copenhagen,24.4.2017,81,0.975,0.4
46657,8,6,Germany;Dresden,18.11.2017,49,0.994,0.25
46658,5,1,Czech republic;Prague,23.3.2017,89,0.964,0.4
46659,2,4,Germany;Frankfurt,30.8.2017,74,0.987,0.35
46660,7,4,Germany;Frankfurt,6.2.2017,46,0.961,0.25
46661,10,7,Germany;Frankfurt,6.8.2017,112,0.982,0.5
46662,9,3,Czech republic;Ostrava,8.5.2017,72,0.972,0.35
46663,6,2,Denmark;Copenhagen,14.7.2017,165,0.981,0.55
46664,8,5,Germany;Berlin,12.11.2017,83,0.995,0.4
46665,11,3,Czech republic;Ostrava,13.3.2017,44,0.972,0.25
46666,8,7,Germany;Frankfurt,27.10.2017,138,0.991,0.5
46667,11,4,Germany;Frankfurt,14.8.2017,113,0.985,0.5
46668,5,4,Germany;Frankfurt,2.1.2017,154,0.96,0.55
46669,6,1,Czech republic;Prague,9.8.2017,35,0.984,0.25
46670,3,7,Germany;Frankfurt,9.6.2017,50,0.981,0.35
46671,2,7,Germany;Frankfurt,3.4.2017,3,0.974,0
46672,8,3,Czech republic;Ostrava,6.11.2017,30,0.994,0.25
46673,4,1,Czech republic;Prague,6.12.2017,34,0.997,0.25
46674,2,2,Denmark;Copenhagen,13.6.2017,33,0.976,0.25
46675,6,5,Germany;Berlin,29.1.2017,138,0.969,0.5
46676,4,3,Czech republic;Brno,17.1.2017,96,0.966,0.4
46677,11,2,Denmark;Copenhagen,7.12.2017,78,0.997,0.4
46678,6,4,Germany;Frankfurt,21.11.2017,29,0.995,0.25
46679,1,1,Czech republic;Prague,24.4.2017,51,0.975,0.35
46680,5,6,Germany;Dresden,29.12.2017,29,0.999,0.25
46681,6,7,Germany;Frankfurt,15.8.2017,111,0.984,0.5
46682,6,4,Germany;Frankfurt,16.5.2017,24,0.973,0.2
46683,5,1,Czech republic;Prague,6.2.2017,80,0.961,0.4
46684,3,1,Czech republic;Prague,23.7.2017,41,0.983,0.25
46685,9,4,Germany;Frankfurt,6.5.2017,84,0.976,0.4
46686,2,2,Denmark;Copenhagen,13.5.2017,29,0.978,0.25
46687,4,4,Germany;Frankfurt,18.3.2017,41,0.97,0.25
46688,6,3,Czech republic;Brno,21.7.2017,79,0.98,0.4
46689,4,1,Czech republic;Prague,7.10.2017,71,0.991,0.35
46690,11,4,Germany;Frankfurt,8.2.2017,74,0.96,0.35
46691,1,1,Czech republic;Prague,14.4.2017,12,0.972,0.05
46692,4,7,Germany;Frankfurt,21.1.2017,28,0.964,0.25
46693,10,4,Germany;Frankfurt,23.9.2017,91,0.989,0.4
46694,1,7,Germany;Frankfurt,25.4.2017,40,0.975,0.25
46695,2,3,Czech republic;Brno,21.11.2017,50,0.995,0.35
46696,8,6,Germany;Dresden,19.5.2017,45,0.976,0.25
46697,4,2,Denmark;Copenhagen,31.5.2017,93,0.974,0.4
46698,10,6,Germany;Dresden,1.12.2017,62,0.995,0.35
46699,5,4,Germany;Frankfurt,19.8.2017,40,0.985,0.25
46700,4,7,Germany;Frankfurt,22.3.2017,20,0.971,0.2
46701,7,7,Germany;Frankfurt,29.11.2017,57,0.996,0.35
46702,11,2,Denmark;Copenhagen,14.9.2017,173,0.99,0.55
46703,4,7,Germany;Frankfurt,5.8.2017,11,0.983,0.05
46704,2,2,Denmark;Copenhagen,16.8.2017,41,0.986,0.25
